source	target	mor
Cebpg	Osr2	1
Hnf4a	Pou2f1	1
Esr2	Rhd	1
Esrrb	Thra	1
Jun	Rac1	1
Gtf3a	Nme1	1
Myc	Ccr5	1
Myc	Nme1	1
Skil	Smad7	-1
Runx2	Gnas	1
Mafb	Gcg	1
Crem	Ccl4	1
Crem	Cish	1
Creb1	Ccl4	-1
Ar	Crh	-1
Nfe2l2	Sparc	1
Creb1	Psenen	1
Jun	Map3k1	1
Jun	Tert	-1
Sp1	Map2k1	1
Sp1	Map3k1	1
Myc	Puf60	1
Cebpb	Xdh	1
Gata4	Hspa5	1
Egr1	Psmb9	-1
Mitf	Hgf	1
Nr0b2	Cyp3a2	1
Kcnh4	Hmox1	1
Kcnh8	Hmox1	1
Foxc2	Ins2	1
Foxc2	Serpine1	1
Mtf1	Hspa1b	-1
Mtf1	Hspa1a	-1
Cebpb	Map3k14	1
Cebpb	Slc2a4	1
Pparg	Map3k14	-1
Aebp1	Apoe	1
Aebp1	Tnf	1
Tp53	Vdr	1
Tp63	Vdr	1
Bhlhe40	Birc5	1
Sox6	Hbe1	-1
Egr1	Slc9a3	1
Hnf4a	Fgf18	1
Hnf4a	Fgf20	1
Ppard	Pnpla2	1
Wt1	Epo	1
Nr5a2	Insl3	1
Hes5	Htr1a	-1
Egr1	Pgk1	1
Ets1	Ccn2	1
Fli1	Ccn2	1
Myc	Cxcl12	1
Nr1h2	Pth	1
Gata4	Bcl2	1
Tp53	Hpse	1
Lef1	Ar	1
Nfatc4	Nos2	1
Runx2	Ptgs2	1
Nfe2l2	Akr1c21	1
Sp1	Tbk1	1
Tp53	Adra1d	1
Srebf1	Vegfa	-1
Myc	Gclc	1
Esr1	Hsp90aa1	1
Jun	Hsp90aa1	1
Ncoa2	Tnf	1
Esr1	Maob	1
Esr2	Maob	1
Esrra	Maob	1
Wt1	Csf3	1
Nr1h3	Ifng	1
Fosb	Fos	-1
Fos	Fosb	1
Six1	Ezr	1
Myc	Akt1	1
Ssrp1	Ros1	1
Nfatc4	Tnf	1
Pparg	Pdx1	1
Hnf1a	Slco2b1	1
Dnmt1	Plaur	1
Foxo1	Gck	1
Foxo1	Srebf1	-1
Nr1i3	Cyp7a1	1
Nr1i3	Dr1	1
Nr1i3	Hnf4a	1
Ncoa2	Dr1	1
Ppara	Txn	1
Ppara	Acadm	1
Ar	Sarm1	1
Vsx2	Carm1	1
Vsx2	Crebbp	1
Zeb1	Ccng2	1
Zeb1	Rbl2	1
Ar	Greb1	1
Atf2	Nos3	-1
Creb1	Nos3	1
Nfe2l2	Fmr1	1
Creb1	Fmr1	1
Nfatc2	Pld1	1
Dnmt1	Wif1	1
Tp53	Ubd	-1
Tbx6	Mesp2	1
Thra	Angptl3	1
Hif1a	Avp	1
Hif1a	Cish	1
Clock	Clock	1
Myc	Bmal1	1
Myc	Clock	1
Ybx3	Ccnd1	1
Cux1	Ccne2	1
Snai1	Snai2	1
Snai2	Snai2	1
Sox9	Snai2	1
Snai2	Sox9	-1
Mef2c	Maml1	1
Kmt2a	Apc	1
Kmt2a	Myc	1
Esr1	Hsp90b1	1
Esr1	Snca	1
Pparg	Ppargc1a	1
Esr1	Nfya	1
Atf4	Plat	1
Atf4	Th	1
Cebpg	Th	1
Creb1	Tac1	1
Kcnip3	Npff	1
Pdx1	Npff	1
Pou1f1	Npff	1
Pou2f1	Npff	1
Ssrp1	Ccne1	1
Ssrp1	Tnfrsf11a	1
Nfe2l2	Cox4i1	1
Ets1	Npr1	1
Sp1	Jak3	1
Kat7	Il12b	1
Sp1	Il12b	1
Tbx21	Gata3	1
Zglp1	Pik3r1	1
Pdx1	Reg3b	1
Neurod1	Reg3b	1
Zfpm1	Fcer1g	1
Zfpm1	Spg21	1
Lhx1	Hesx1	1
Lhx3	Hesx1	1
Fos	Actb	1
Myod1	Ppargc1a	1
Sp1	P2rx1	1
Mbd2	Cebpa	1
Fos	Upp1	1
Xbp1	Wfs1	1
Yy1	Bace1	1
Tfap4	Tfap4	1
Hnf4a	Cyp2b2	1
Snai2	Prss8	-1
Srebf2	Prss8	1
Hif1a	Brca1	1
Brca1	Hif1a	1
Fos	Avp	1
Jun	Avp	1
Tfam	Mtco1	1
Nfe2l2	Nqo2	1
Kat7	Tnf	1
Esr1	Gclc	1
Esr2	Akt1	1
Esr2	Gclc	1
Esr2	Glrx	1
Nfe2l2	Pik3c3	1
Nfe2l2	Gsk3b	1
Cux1	Rac3	1
Relb	Rac3	1
Relb	Relb	1
Aire	Ins2	1
Ppara	Bmal1	1
Bmal1	Ppara	1
Snai1	Ins2	1
Pparg	Tert	-1
Ets1	Tert	1
Nkx2-5	Pitx2	1
Tbx1	Pitx2	-1
Pitx2	Tbx1	-1
Gata6	Sema3c	1
Id1	Fgfr1	1
Tp53	Id1	1
Id1	Tp53	1
Id2	Fgfr1	1
Tp53	Id2	1
Id2	Tp53	1
Tp53	Fgfr1	1
Nfia	Hspa5	1
Mef2a	Sumo1	1
Sp1	Edf1	1
Nr5a1	Cyp1b1	1
Creb1	Cyp1b1	1
Ppara	Pex11a	1
Zeb2	Vim	1
Dnmt1	Cxcl12	1
Stat3	Ptk6	1
Cebpb	Oxtr	1
Wt1	Vegfa	1
Sp7	Runx2	1
Runx2	Sp7	1
Sp7	Sp7	1
Vdr	Trpv6	1
Rorb	Opn1sw	1
Esr1	Kdr	1
Lef1	Runx2	1
Runx2	Lef1	1
Myod1	Chrng	1
E2f1	Cdca7	1
E2f2	Cdca7	1
E2f4	Cdca7	1
Hivep2	Pparg	1
Smad1	Pparg	1
Thra	Ctnnb1	1
E2f1	Bmi1	1
Esr1	Bmi1	1
Tp63	Fasn	-1
Tp73	Fasn	1
Hnf4a	Csn2	1
Hnf4a	Slc10a1	1
Egr1	Selp	1
Cebpb	Myc	-1
Myc	Il4	1
Creb3l4	Creb3l4	1
Crem	Creb3l4	1
Foxa2	Ahsg	1
Tp53	Efnb3	1
Myc	Mapk1	1
Kat5	Kat5	1
Kat5	Nppa	1
Ddit3	Bak1	1
Dlx4	Vegfa	1
Phf20	Ciita	1
Zxdc	Ciita	1
Jun	Il12a	1
Hoxd13	Cyp1a1	1
Stat3	Slc25a5	1
Hif1a	Xiap	1
Myc	Flt1	1
Tp53	Tubb2a	1
Sp1	Has2	-1
Foxo1	Agrp	1
Mnx1	Men1	1
Nr0b1	Th	1
Esr1	Ccng2	1
Pparg	Tgfb1	-1
Hif1a	Tgfb3	1
Scx	Dab1	1
Atf3	Eif2ak2	1
Nfe2l2	Bglap	-1
Isl1	Gnrhr	1
Lhx3	Gnrhr	1
Lhx5	Gnrhr	1
Lhx9	Gnrhr	1
Srebf1	Pfkfb1	1
Klf12	Abcc3	1
Klf12	Slc14a2	1
Klf12	Scnn1a	1
Cdx2	Slc15a1	1
Pou2f1	Ptprc	1
Sp1	Tnnt2	1
Snai1	Snai1	-1
Onecut1	Ccnd1	1
Tp53	Cltc	1
Irf3	Notch1	1
Irf3	Tp63	1
Tp63	Hes1	1
Smad3	Mmp9	1
Znf148	Ghr	1
Nr1i3	Ppig	1
Ppara	Pdk4	1
Sp1	Ednrb	1
Xbp1	Sdc1	1
Myc	Ybx2	1
Mycn	Ybx2	1
Tgfb1i1	Mapk15	1
Nfatc1	Vcam1	1
Nr0b1	Egf	1
Foxa2	Ppp1r3c	1
Usf2	Hamp	1
Ar	Cyp7b1	-1
Runx1	Il19	1
Pax2	Nphs1	-1
Fos	Crh	1
Xbp1	Slc30a5	1
Tp73	Gast	1
Tp53	Tfap2c	1
Barx2	Timp1	1
Barx2	Timp3	1
Nr4a2	Nrp1	1
Nfat5	Aqp2	1
Nfat5	Nfat5	1
Foxo1	Foxa2	1
Foxa2	Foxo1	1
Zglp1	Foxa2	1
Atf3	Adipoq	-1
Nfatc4	Adipoq	-1
Nr3c1	Ccnd1	-1
Esr1	Mta2	1
Tp63	Nfya	1
Esr2	Gch1	1
Stat5a	Acox1	1
Pax9	Bmp4	1
Esr1	Prlr	1
Esr1	Gtf2b	1
Ybx1	Erbb2	1
Sp1	Xrcc1	1
Myod1	P2ry4	1
Tp53	P2ry4	1
Tp73	P2ry4	1
Ets1	Spp1	1
Foxo1	Gabrg2	-1
Foxo1	Pparg	-1
Nr1h4	Ins2	1
Nr1h4	Slc2a4	1
Sall1	Sall1	1
Six1	Six1	1
Stat5a	Cd44	1
Stat5a	Il2ra	1
Hnf1a	Abcc2	1
Sp1	Padi3	1
Esr1	Ucn	1
Esr2	Ucn	1
Myod1	Fgf1	1
Yy1	Amelx	-1
Esr1	App	1
Esr1	Mt-atp6	1
Esr1	Npy	1
Esr2	Mt-atp6	1
Creb1	Cryaa	1
Jun	Pten	-1
Foxc2	Dll4	1
Esr1	Stim1	1
Jun	Stim1	1
Ets1	Itga10	1
Sox9	Itga10	1
Tfap2e	Itga10	1
Sox10	Cntf	-1
Pax3	Cntf	1
Pou1f1	Cntf	1
Pou2f1	Cntf	1
Pou3f1	Cntf	1
Cebpb	Bpi	1
Cebpe	Bpi	1
Hnf4a	Vegfd	1
Smad6	Dlx3	1
Atf4	Igfbp1	1
Cebpb	Rb1	1
Atf3	Tlr4	-1
Hic1	Fgfbp1	1
Jund	Nppa	-1
Foxo1	Prl	1
Foxo1	Timp3	1
Srebf2	Lrp1	-1
Fosb	Mmp2	1
Junb	Mmp2	1
Smarca1	Hmox1	1
Kat7	Hmox1	1
Esr1	Bglap	1
Hsf1	Socs3	1
Sall1	Foxn1	1
Smad4	Csf1	1
Egr2	Cdkn1b	1
Tbx21	Cdkn1b	1
Tbx21	Egr2	1
Stat3	Depp	1
Stat3	Agrp	1
Hnf4a	Stmn2	1
Smad2	Tgfbr2	1
Smad3	Tgfbr2	1
Smad2	Ifng	1
Smad3	Ifng	1
Smad4	Ifng	1
Atf2	Pglyrp2	1
Sp1	Pglyrp2	1
Sp1	Cldn4	1
Tp53	Pycard	1
Nfatc4	Egf	1
Nfatc4	Ptgs2	1
Cebpd	Bglap	1
Smad2	Inha	1
Smad3	Inha	1
Tbpl2	Poli	1
Dnmt3a	Ifng	1
Mesp2	Epha4	1
Stat3	Dio2	1
Stat5a	Dio2	1
Tp53	Ntrk1	1
Tp53	Aifm1	1
Jun	Ppargc1a	-1
Creb1	RT1-Da	1
Hr	Dmd	1
Esr1	Slc5a5	1
Stat3	Bcl3	1
Cebpb	Tgfb1	1
Smad2	Csrp2	1
Smad3	Csrp2	1
Atf3	Irs1	-1
E2f4	Rb1	-1
Litaf	Mafg	1
Mafg	Litaf	1
Hnf1b	Alb	1
Foxa2	Lcn8	1
Ar	Lcn8	1
Sp1	Folr2	1
Esr1	Retn	1
Stat5b	Bcl2	1
Hnf1a	Slco1b2	1
Nr4a2	Bglap	1
Nr4a2	Col1a1	1
Preb	Ins2	1
Hes1	Rb1	1
Cebpg	Slc2a4	1
Cebpa	Slc2a4	1
Sp1	Pdk4	1
Hoxd4	Hoxd4	1
Xbp1	Ddit3	1
Mafb	Zfp36l1	1
Rest	Th	-1
Smad3	Bcl2	-1
Neurog2	Ascl1	-1
Nr3c1	Faslg	-1
Hnf4a	Tnf	1
Hnf4a	Psmd4	1
Cebpb	Tac1	1
Smarca1	Bglap	1
Pgr	Ptgs2	-1
Id2	Rbl2	1
Hr	Sgip1	1
Tp53	Dusp4	1
Mafb	Ins2	1
Mlxip	Pfkfb3	1
Yy1	Faslg	-1
Ppara	Abcg2	1
Pparg	Abcg2	1
Smad7	Tert	1
Tcf12	Pax6	1
Tcf12	Tcf12	1
Fos	Cd28	1
Jun	Erbb2	1
Cebpb	Hcrt	1
Usf2	Runx2	1
Srebf1	Slc2a4	1
Pax3	Tgfbr2	1
Srebf2	Abca7	1
Hif1a	Pdc	1
Hnf1a	Slc22a8	1
Hnf1b	Slc22a8	1
Jun	Mapk14	1
Nkx3-1	Mcl1	1
Nr1i3	Mcl1	1
Smarca1	Epb42	1
Nr0b2	Adipoq	1
Nfe2l2	Abcc3	1
Pax3	Dpyd	1
Sp1	Dpyd	1
Ppard	Angptl3	-1
Runx2	Tgfbr1	1
Dnmt1	Cdc25c	1
Dnmt1	Cdk1	1
Hnf4a	Acmsd	1
Ppara	Acmsd	-1
Sp1	Hsd17b2	1
Esr1	Foxm1	1
Foxm1	Esr1	1
Neurog3	Gcg	1
Creb1	Slc22a8	1
Sp1	Pik3r1	1
Nkx2-5	Actg2	1
Cebpg	Scd1	1
Snai1	Hpgd	-1
Ets1	Thy1	1
Creb1	Ciita	1
Nr1h4	Atp8b1	1
Srf	Cdkn2b	1
Sox10	Gjc2	1
Irf7	Il12a	1
Irf3	Irf1	1
Atf2	Cps1	1
Znf148	Oas1a	1
Alx3	Ins2	1
Nfatc1	Nos2	1
Hif1a	Nampt	1
Ppara	Acox1	1
Jun	Vim	1
Cdx2	Atoh1	1
Tp73	Hagh	1
Twist1	Tnf	1
Nr4a1	Tcl1a	1
E2f1	Vegfa	-1
Fos	Sar1b	1
Stat3	Hamp	1
Stat3	Stmn1	1
Smad2	Fbln5	1
Smad3	Fbln5	1
Hr	Tgfb1	1
Ets1	Cxcr4	1
Hif1a	Cxcr4	1
Kcnip3	Calca	1
Stat3	Pros1	1
Stat5a	Ncam2	1
Hif1a	Birc5	1
Tcf12	Myog	1
Ybx1	Abcc1	1
Tgfb1i1	Tgfb1i1	1
Tgfb1i1	Fgf7	1
Cebpb	Sod2	1
Cebpb	Bad	1
Nr3c1	Nr0b1	1
Nr0b1	Nr3c1	-1
Sp1	Acta2	1
Sp1	Actg2	1
Smad3	Acta2	1
Egr1	Cldn3	1
Snai1	Cldn3	-1
Creb1	Tpt1	1
Esr1	Prmt1	1
Hoxb7	Fgf2	1
Zbtb16	Adamts7	1
Zbtb16	Angpt2	1
Zbtb16	Fgf2	-1
Hnf4a	Numbl	1
Znf384	Mmp13	1
Mef2a	Mmp10	1
Hif1a	Mrgprf	1
Egr2	Igfbp5	1
Myc	Chrna3	1
Myc	Itgb1	-1
Pitx1	Pou1f1	1
Pou1f1	Egf	1
Nfatc2	Icos	1
Nfatc2	Mapk1	1
Znf354c	Bmp2	1
Tp53	Csnk2a2	1
Ascl1	Hnmt	1
Ascl1	Txn	1
Hif1a	Dld	1
Foxo1	Cyp7a1	-1
Esr1	Mapk12	1
Foxo1	Mstn	1
Smad2	Mstn	1
Stat5a	Aco1	1
Sp1	Aco1	1
Sp1	Fxr2	1
Bmal1	Psen2	1
Clock	Psen2	1
Stat3	Nos3	-1
Pdx1	Cdk5	1
Pparg	Tp53	1
Dnmt1	Cdh1	-1
Dnmt1	Jup	1
Dnmt3a	Cdh1	-1
Nfatc2	Acp5	1
Nr0b2	Sct	-1
Mafa	Sytl4	1
Fos	Slc10a2	-1
Atf2	Tgfb3	1
Creb1	Tgfb3	1
Jun	Tgfb3	1
Smad3	Tgfb3	1
Runx1	Ncam1	1
Gata3	Th	1
Tp53	Gsdme	1
Spdef	Birc5	-1
Tbx1	Ptgdr	1
Tbx1	Ptgdrl	1
Cebpb	Icam1	1
Lef1	Sall4	1
Myod1	Pik3c3	1
Id1	Myog	1
Egr3	Bdnf	1
Egr3	Ntrk1	1
Ssrp1	Bdnf	1
Ssrp1	Egr3	1
Ssrp1	Gabra4	1
Ssrp1	Ntrk1	1
Nr4a3	Mstn	-1
Zgpat	Hamp	1
Srebf1	Serpine1	-1
Kat7	Alas2	1
Creb1	Cycs	1
Lhx3	Lhx3	1
Stat3	Osm	1
Esr1	Erbb4	1
Wt1	Bcl2l1	1
Mycn	Crabp2	1
Ssrp1	Elavl1	1
Hes1	Map2	-1
Neurod1	Map2	1
Esrrg	Dnase1	1
Ppara	Ccnd1	-1
E2f1	Yy1	-1
Ahr	Gucy1a1	1
Esr1	Mmp13	1
Nfe2l2	Smarca4	1
Snai1	Ocln	-1
Snai1	Raf1	1
Zhx2	Ocln	-1
Snai2	Ocln	-1
Runx1	Mapk1	1
Tp53	Pkd1	1
Stat3	Timp1	1
Ezh2	Rassf1	1
Ezh2	Si	1
Tfeb	Cd40lg	1
Dlx4	Eif4e	1
Junb	Igf2	1
Plagl1	Igf2	1
Nr1h3	Abl2	1
Nr1h3	Cd74	1
Gata3	Dbh	1
Tp53	Coro1b	1
Tp53	Rab13	1
Ppara	Trib3	1
Cebpb	Trib3	1
Ar	Vps52	1
Ncoa2	Akt1	1
Kmt2a	Pcna	1
Pparg	Sod1	1
Tcf3	Sp1	1
Sp1	Tcf3	1
Egr1	Il13	1
Ahr	Snai2	1
Jun	P11517	1
Jun	Hbb	1
Prdm2	Igf1	-1
Hey2	Cdkn1b	1
Litaf	Litaf	1
Litaf	Mapk14	1
Litaf	Myd88	1
Nfya	Adipoq	1
Hoxb2	Ifnb1	1
Hif1a	Arnt	1
Arnt	Hif1a	1
Nr1h4	Fasn	1
Stat5b	Slc10a4	1
Stat3	Ren1	-1
Stat3	Tyk2	-1
Hif1a	Tert	1
Jun	Krt18	1
Fos	Krt18	1
Hoxa11	Asxl3	1
Ewsr1	Pld1	1
Fli1	Pld1	1
Ewsr1	Pld2	1
Fli1	Pld2	1
Ar	Phb1	1
Phb1	Ar	-1
Ar	Adra1d	1
Nfia	Rgn	1
Ctcf	Afm	1
Skil	Serpine1	-1
Rb1	Hbp1	1
Hbp1	Rb1	1
Nr1d1	Serpine1	-1
Mta1	Vegfa	1
Pax6	Ctnnd2	1
Fos	Ilk	1
Nono	Il27	1
Foxa1	Ccnd1	1
Hnf4a	Gtf2b	1
Myc	Hnrnpul1	1
Atf3	Ccl4	-1
Dnmt1	Ldlr	1
Phox2a	Cdkn1b	1
Pparg	Cd1d	1
Ar	Adora1	1
Ar	App	1
Egr1	Chgb	1
Sp1	Chgb	1
Creb1	Chgb	1
Vsx2	Chgb	1
Ahr	Fst	1
Arx	Gcg	1
Sox17	Mbp	1
Cebpb	Atf3	1
Runx1	Sh3gl1	1
Sp1	Sh3gl1	1
Runx1	Gata2	1
Egr1	Gnaq	1
Snai2	Cdh17	-1
Zeb2	Cdh17	1
Hnf4a	Abcc6	1
Nfe2	Abcc6	-1
Nr4a2	Vip	1
Fos	Slc26a3	1
Jun	Slc26a3	1
Tp53	Bad	1
Runx1	RGD1306474	1
E2f4	Brca1	-1
Tp53	Cdc25a	-1
Tp63	Cdc25a	-1
Tp73	Cdc25a	-1
Hnf4a	Glul	1
Myc	Alb	-1
Atf2	Timp1	1
Atf3	Mapk1	1
Pgr	Cdkn1b	1
Foxo1	Cdkn1b	1
Gata1	Cdkn1b	1
Epas1	F7	1
Tp53	Alox5	1
Tp53	Lox	1
Foxm1	Birc5	-1
Mef2c	Myocd	1
Mef2c	Srf	1
Hnf1b	Gsta1	-1
Usf2	Gata4	1
Isl1	Hnf1a	1
Isl1	Hnf4a	1
Arnt2	Cyp1a1	1
Smarca1	Smarca4	1
Sp1	Slc3a2	1
Esr1	Cdkn2c	1
Hif1a	Nbn	-1
Smarca1	Cdkn2a	1
Emx2	Rassf1	1
Hoxb5	Rassf1	1
Nr4a2	Tubb3	1
Runx2	Nell1	1
Atf4	Trpv6	1
Myod1	Hrh3	1
Myod1	Smarca1	1
Myod1	Smarca4	1
Smarca1	Dnah8	1
Smarca1	Prmt5	1
Hnf4a	Ccnd2	1
Pax2	Ret	1
Pax8	Ret	1
Pax6	Mmp2	1
Prox1	Kdr	1
Ctcfl	Prmt7	1
Sp1	Ddit3	1
Gata4	Rasa1	1
Pou3f1	Mpz	-1
Zbtb17	Ndrg2	-1
Myc	Ndrg2	-1
Hnf4a	Ube2b	1
Tp53	Shh	1
Tp63	Shh	1
Tp73	Shh	1
Litaf	Mapk1	1
Litaf	Mlana	1
Foxn1	Wnt4	1
Spi1	Ccnd2	1
Hnf4a	Prmt1	1
Atf2	Mapkap1	1
Nr2c2	Oxt	1
Vdr	Cyp7a1	-1
Vdr	Nr1h3	1
Nr1h3	Vdr	1
Hoxb2	Krt8	1
Pdx1	Krt19	1
Crebzf	Serpinb5	1
Sp1	Ntf3	1
Elf3	Cldn7	1
Dlx3	Runx2	1
Dlx3	Nppa	1
Dlx5	Nppa	1
Ebf1	Cebpa	1
Cebpb	Ebf1	1
Hnf1a	Pros1	1
Hnf4a	Pros1	1
Ppara	Igfbp1	1
Foxo1	Gcg	1
Nr1h4	Ddah1	1
Cxxc1	Reln	1
Dnmt1	Gad1	-1
Pax2	Gbx2	1
Nr3c1	Mylk	-1
Dlx5	Bmp4	1
Dlx5	Thy1	1
Gata6	Bmp4	1
Gata6	Thy1	1
Hlx	Bmp4	1
Hlx	Thy1	1
Id2	Bmp4	1
Id2	Thy1	1
Tbx18	Thy1	1
Tbxt	Bmp4	1
Tbxt	Thy1	1
Prox1	Cdkn1b	1
Ahr	Cdkn2b	1
Ahr	Tp53	1
Tp53	Cdkn2b	1
Jun	Cflar	-1
Sp2	Mmp9	-1
Nr0b2	Smad3	-1
Nr0b2	Serpine1	-1
Gata3	Fut7	-1
Tbx21	Fut7	1
Helt	Helt	1
Cebpg	Neurod6	1
Cebpb	Neurod6	1
Nfe2l2	Adra1d	1
Nfe2l2	Gstk1	1
Tp53	Mmp9	-1
Esrrg	Pdk4	1
Ar	Grp	1
Hic1	Tp53	1
Tp53	Hic1	1
Atf2	Mmp2	1
Zbtb17	Bcl2	1
Zbtb16	Pik3c3	1
Zbtb16	Pik3r1	1
Zbtb16	Ik	1
Relb	Ar	1
Creb1	Fosl1	1
Elk1	Fosl1	1
Max	Cebpa	1
Creb1	Mitf	1
Creb1	Tyr	1
Ppard	Ppargc1a	1
Nfatc1	Mmp9	1
Jund	Gadd45a	1
Nr3c1	Afp	-1
Fos	Afp	1
Tp53	Odc1	1
Myc	Mtdh	1
Foxo1	Adipoq	1
Nfatc1	Limd1	1
Nfatc1	Traf6	1
Hoxc8	Nkd2	-1
Vdr	Pth	-1
Hes1	Bcl2	1
Creb1	Poll	1
Sp1	Poll	1
Vsx2	Poll	1
Hif1a	Casp3	1
Hnf4a	S100a4	1
Foxm1	Brca2	1
Foxm1	Xrcc1	1
Mef2c	Mef2a	1
Mef2a	Mef2c	1
Ets1	Ebf1	1
Spi1	Ebf1	1
Runx2	Nfatc2	1
Mitf	Ostm1	1
Mitf	Tnfsf11	1
Mitf	Clcn7	1
Nr3c2	Ube2i	1
E2f1	Brca1	1
Nfatc4	Nfatc4	1
Arnt	Aqp5	1
Hif1a	Aqp5	1
Mef2a	Atf3	1
Nr3c1	Bnip3	1
Dlx3	Pgf	1
Nr1h3	Crp	1
Xbp1	Xbp1	1
Myod1	Myh7	1
Mef2d	Myh7	1
Hoxb1	Hoxa2	1
Dnmt1	Gtf2f1	1
Dlx4	Ifng	1
Pax6	Tyr	1
Spi1	Csf1r	1
Nfatc4	Il2	1
Pparg	Tff2	1
Vdr	Mapk14	1
Jun	Vdr	1
Ssrp1	Vdr	1
Sp1	Xiap	1
Ctcf	Ctcf	1
Sp1	Birc5	1
Bcl6	Gzmb	1
Pitx2	St8sia2	1
Nr1h4	Abcc3	1
Yy1	Fcgr2	1
Tp53	Cxcr4	-1
Smad4	Myc	-1
Lef1	Myc	1
Mbd2	Ptpn6	1
Mbd2	Vamp7	1
Atf4	Eif2ak2	1
Atf4	Psen1	1
Irf1	Col1a2	-1
Pax3	Setdb1	1
Sp1	Setdb1	1
Runx1	Slc22a4	1
Sp1	Slc22a4	1
Kat7	S100a4	1
Hif1a	Pfkfb1	1
Hif1a	Pfkfb2	1
Nr0b2	Ehmt2	1
Id1	Vegfa	1
Tp53	Rgcc	1
Cebpg	Cyp2a3	1
Cebpd	Cyp2a3	1
Mafa	Glp1r	1
Mafa	Pc	1
Mafa	Pcsk1	1
Nkx6-1	Glp1r	1
Nkx6-1	Pc	1
Nkx6-1	Pcsk1	1
Pdx1	Glp1r	1
Pdx1	Pc	1
Pdx1	Pcsk1	1
Nr3c1	Ins2	-1
Egr1	Pdx1	1
Myc	Bmi1	1
Creb1	Akt1	1
Sp1	Twist1	1
Mafb	Tnfsf11	1
Runx2	Fgf18	1
Nr5a2	Il1rn	1
Nfe2l2	Mtif2	1
Znf384	Gfap	1
Esr1	Cdkn1b	-1
Hinfp	Fgfr1	1
Hinfp	Chka	1
Nr1i3	Sult2a1	1
Nr1i3	P50235	1
Nr1i3	St2a2	1
Elf4	Map2k2	1
Zbtb17	Rbbp8	1
Zbtb17	Sae1	1
Zbtb17	Ube2i	1
Mitf	Akt1	1
Mitf	Tnfrsf11a	1
Esr2	Crebbp	1
Creb1	Il13	1
Lmx1b	Lmx1b	1
Nfatc1	Aqp2	1
Gata4	Apc	1
Gata4	Mgmt	1
Dlx5	Mab21l1	1
Myc	Birc5	1
Creb1	Ccn5	1
Ar	Psap	1
Dnmt1	Fgfr1	1
Dnmt1	Krt9	1
Dnmt1	Rrp8	1
E2f1	Ddb2	1
Tbx3	Bmp4	-1
Tbx5	Bmp4	1
Vax2	Bmp4	1
Tbx2	Bmp4	1
Rest	Hcn4	-1
Prdm4	C6	1
Tp53	Map3k11	1
Esr1	Gas6	1
Nr1h3	Slc51a	1
Nr1h3	Slc51b	1
Meis2	Epha8	1
Pbx2	Epha8	1
E2f1	Nrp1	1
Ssrp1	Nrp1	1
Hmga1	Pik3r1	1
E2f1	Ar	-1
Plagl1	Pparg	1
Spi1	Drg1	1
Atf3	Drg1	1
Hif1a	Cd44	1
Cdx2	Tff3	1
Pax8	Duox1	1
Pax8	Hcrt	1
Pax8	Th	1
Jun	Pak3	1
Mitf	Diaph1	1
Mitf	Cdkn1b	-1
Crem	Ccnd1	-1
Atf4	S100a8	1
Tp53	Notch1	-1
Zkscan7	Epcam	1
Atf2	Gadd45a	1
Atf2	Serpinb5	1
Cebpg	Orm1	1
Spi1	Hp	1
Spi1	Orm1	1
Znf384	Afp	1
Pgr	Folr1	1
Sp1	Folr1	1
Egr4	Slc12a5	1
Sp1	Syt11	1
Yy1	Syt11	1
Nfatc4	Esr2	1
Myog	Smarca4	1
Jun	Sp1	1
Sp1	Jun	1
Pou2f3	Mmp19	-1
Pou3f1	Mmp19	-1
Junb	Penk	1
Jund	Penk	1
Tbx21	Il4	1
Hsf4	Abcc3	-1
Cebpb	Abcc3	1
Cebpa	Serpine1	1
Sp1	Mcl1	1
Spi1	Nf1	1
Creb1	Prkce	1
Nr4a3	Ak5	1
Irf1	Cxcl11	-1
Stat3	Cxcl11	1
Epas1	Slc2a4	1
Epas1	Ins2	1
Ar	Nkx3-1	1
Nkx3-1	Ar	-1
Apex1	Ogg1	1
Apex1	Pold1	1
Apex1	Xrcc1	1
Nr0b2	Bmal1	1
Bmal1	Nr0b2	1
Nr0b2	Clock	1
Clock	Nr0b2	1
Junb	Hmox1	1
Jund	Hmox1	1
Smad2	Serpinb5	1
Mef2c	Mapk1	1
Jun	Hipk3	1
Tp53	Mcm5	-1
Hnf1b	Abcc2	1
Hnf1b	Igf1	1
Smad1	Runx1	1
Pparg	Slc1a2	1
Pparg	Slc1a3	1
Runx2	Prkn	1
Irf3	Irf3	1
Srf	Ccn2	1
Atf2	Bcl2	1
Stat5a	Smn1	1
Pitx2	Thbs2	1
Nr3c1	Notch4	1
Hif1a	Txn	1
Hif1a	Txn2	1
Hif1a	Eif4e	1
Yy1	Ptgs2	1
Onecut1	Ttr	1
Creb1	Cldn11	1
Gata4	Fshb	1
Sp1	Tlr4	1
Tp63	Des	1
Sox9	Ar	1
Nfatc2	Cd40lg	1
Ezh2	Msmb	-1
Nfatc1	Mapk1	1
Fos	Traf6	1
Jun	Gab2	1
Usf2	Tfap4	1
Tfap4	Cebpa	-1
Foxo4	Mmp9	1
Foxo4	Tnf	1
Pou2f1	Emc10	1
Nfatc4	Pik3r1	1
Ssrp1	Ccnb1	1
Nrl	Opn1sw	1
Cebpg	Smyd2	1
Klf2	Tnf	1
Cebpe	Gfi1	1
